,id,name,start_date_local,type,distance,moving_time,elapsed_time,total_elevation_gain,average_speed,max_speed,average_cadence,average_heartrate,weighted_average_watt,max_watts,commute,trainer,gear_id,sport_type
399,6331038657,Afternoon Ride,2021-12-01T15:28:52Z,EBikeRide,12692.3,2056,2115,145.0,6.173,11.373,65.9,0.0,0,0,True,False,b9738894,EBikeRide
400,6329413964,Morning Ride,2021-12-01T08:10:24Z,EBikeRide,12675.1,1826,1929,87.0,6.941,16.532,71.2,0.0,0,0,True,False,b9738894,EBikeRide
401,6325459518,Gravel de terça ,2021-11-30T07:10:26Z,Ride,69153.4,10233,10233,936.0,6.758,15.978,67.0,124.9,0,0,False,False,b6549732,Ride
402,6314018461,Lapa,2021-11-27T07:12:34Z,Ride,118472.0,15613,19994,1530.0,7.588,19.517,70.3,134.4,0,669,False,False,b8223536,Ride
403,6310792214,Afternoon Ride,2021-11-26T17:10:06Z,EBikeRide,26084.5,4467,6435,282.0,5.839,12.595,67.9,0.0,0,0,True,False,b9738894,EBikeRide
404,6304850343,Wahoo SYSTM: Outskirts 1: Route 66,2021-11-25T07:25:43Z,VirtualRide,38480.2,4974,4974,0,7.736,10.764,82.5,111.2,0,514,False,True,b4532046,VirtualRide
405,6301949838,Afternoon Ride,2021-11-24T13:57:10Z,EBikeRide,8030.2,1354,1377,139.0,5.931,10.592,65.9,0.0,0,0,True,False,b9738894,EBikeRide
406,6301949772,Lunch Ride,2021-11-24T12:53:54Z,EBikeRide,8224.0,1243,1381,88.0,6.616,14.275,70.5,0.0,0,0,True,False,b9738894,EBikeRide
407,6298243532,Afternoon Ride,2021-11-23T16:28:30Z,EBikeRide,11594.6,1849,2129,171.0,6.271,15.712,68.7,0.0,0,0,True,False,b9738894,EBikeRide
408,6296213685,Palmitalzinho,2021-11-23T06:23:19Z,Ride,84299.5,9508,9679,919.0,8.866,16.396,78.7,129.7,0,771,False,False,b8223536,Ride
409,6292093158,Passeio Gregio,2021-11-22T06:56:30Z,Ride,37422.5,9425,9887,545.0,3.971,11.272,46.1,86.3,0,0,False,False,b6549732,Ride
410,6288301837,IPA de Domingo ,2021-11-21T08:02:01Z,Ride,60104.2,6700,10564,232.0,8.971,14.872,80.2,121.6,0,575,False,False,b8223536,Ride
411,6284730239,Afternoon Activity,2021-11-20T15:14:58Z,EBikeRide,12027.7,2319,3314,122.0,5.187,11.822,0.0,0.0,0,0,True,False,b9738894,EBikeRide
412,6283682403,Giro Gravel,2021-11-20T07:20:08Z,Ride,95547.6,14836,17607,1138.0,6.44,16.459,67.4,120.4,0,0,False,False,b6549732,Ride
413,6278361042,NYC,2021-11-19T07:43:27Z,VirtualRide,22931.2,2878,2928,380.0,7.968,19.28,83.9,133.2,0,648,False,False,b4532046,VirtualRide
414,6269720833,Quebrado ,2021-11-17T06:33:54Z,Ride,80071.9,8317,8340,517.0,9.627,19.028,81.1,135.0,0,708,False,False,b8223536,Ride
415,6267555533,Afternoon Ride,2021-11-16T13:38:26Z,EBikeRide,34127.8,5641,17643,289.2,6.05,14.36,0.0,0.0,0,0,True,False,b9738894,EBikeRide
416,6261365397,Giro Gravel,2021-11-15T07:05:55Z,Ride,94714.8,14923,17568,1111.0,6.347,15.916,64.2,116.2,0,0,False,False,b6549732,Ride
417,6257013529,IPA de Domingo ,2021-11-14T08:00:54Z,Ride,59975.0,6713,11482,305.0,8.934,17.276,80.1,132.9,0,811,False,False,b8223536,Ride
418,6252452297,Bateias coffee ☕️ ,2021-11-13T07:21:44Z,Ride,97876.0,15525,19555,1276.0,6.304,21.16,65.2,122.4,0,0,False,False,b6549732,Ride
419,6249304027,Evening Ride,2021-11-12T20:25:19Z,EBikeRide,9517.3,1499,1499,156.4,6.349,11.8,0.0,0.0,0,0,True,False,b9738894,EBikeRide
420,6248760870,Afternoon Ride,2021-11-12T16:27:44Z,EBikeRide,10959.8,1678,1793,110.2,6.531,14.38,0.0,0.0,0,0,True,False,b9738894,EBikeRide
421,6246688472,Wahoo SYSTM: Fairless,2021-11-12T07:05:31Z,VirtualRide,24359.8,2631,2631,0,9.259,11.25,89.3,115.0,0,224,False,True,b4532046,VirtualRide
422,6242340598,Wahoo SYSTM: Ian Boswell: Spikes,2021-11-11T07:15:54Z,VirtualRide,28669.4,3514,3514,0,8.159,10.388,88.7,127.8,0,344,False,True,b4532046,VirtualRide
423,6240416347,Evening Walk,2021-11-10T18:01:06Z,Walk,3650.7,2387,2387,14.0,1.529,2.117,53.9,102.7,0,0,False,False,g2047600,Walk
424,6233128848,Wahoo SYSTM: De Stig,2021-11-09T07:00:14Z,VirtualRide,45312.2,5690,5690,0,7.963,8.87,91.2,122.2,0,243,False,True,b4532046,VirtualRide
425,6224825401,IPA de Domingo,2021-11-07T07:55:48Z,Ride,60183.1,6869,10890,213.0,8.762,14.172,79.1,122.0,0,810,False,False,b8223536,Ride
426,6220398080,Giro,2021-11-06T07:51:11Z,Ride,81091.4,13241,17786,1144.0,6.124,14.462,62.4,122.4,0,0,False,False,b6549732,Ride
427,6214872019,Morning Ride,2021-11-05T08:31:45Z,EBikeRide,32433.5,5047,6358,264.6,6.426,13.82,0.0,0.0,0,0,True,False,b9738894,EBikeRide
428,6210333572,SLP,2021-11-04T06:35:17Z,Ride,90221.5,9805,10185,1155.0,9.202,19.9,79.5,136.7,0,800,False,False,b8223536,Ride
429,6207479746,Afternoon Ride,2021-11-03T15:27:45Z,EBikeRide,16609.5,2648,3051,194.6,6.272,16.06,0.0,0.0,0,0,True,False,b9738894,EBikeRide
430,6205623017,Pedágio ,2021-11-03T06:49:58Z,Ride,58990.8,6279,6479,246.0,9.395,15.564,79.7,131.4,0,807,False,False,b8223536,Ride
431,6201759924,Coffee Ride,2021-11-02T08:04:01Z,Ride,82010.7,11399,15028,692.0,7.195,15.99,71.2,130.3,0,0,False,False,b6549732,Ride
432,6191721101,Morning Walk,2021-10-31T08:13:30Z,Walk,3662.2,2325,2325,14.0,1.575,8.078,53.5,96.1,0,0,False,False,g2047600,Walk
433,6187367395,Pedro&Cristina,2021-10-30T06:24:05Z,Ride,98347.5,14343,15413,1439.0,6.857,19.513,69.9,130.2,0,0,False,False,b6549732,Ride
434,6180430254,Afternoon Walk,2021-10-28T17:10:38Z,Walk,3712.6,2631,2647,15.0,1.411,2.563,51.5,101.7,0,0,False,False,g2047600,Walk
435,6180126371,Afternoon Ride,2021-10-28T15:30:25Z,EBikeRide,15649.8,2341,2764,209.2,6.685,20.34,0.0,0.0,0,0,True,False,b9738894,EBikeRide
436,6178199255,Gravel de Quinta,2021-10-28T06:42:09Z,Ride,60076.3,8173,8465,806.0,7.351,16.372,74.5,128.4,0,0,False,False,b6549732,Ride
437,6168830695,Roseira ,2021-10-26T06:45:39Z,Ride,93094.5,10458,10758,717.0,8.902,16.07,75.6,122.7,0,647,False,False,b8223536,Ride
438,6164156860,Monday Gravel,2021-10-25T06:52:50Z,Ride,64940.3,9328,9449,901.0,6.962,17.205,72.0,126.7,0,0,False,False,b6549732,Ride
439,6162034366,Afternoon Walk,2021-10-24T16:37:13Z,Walk,3654.3,2424,2424,12.0,1.508,2.782,52.8,93.9,0,0,False,False,g2047600,Walk
440,6159462724,Wahoo SYSTM: Ruta Chingaza,2021-10-24T08:23:15Z,VirtualRide,14319.0,2070,2070,0,6.917,7.4,84.0,110.1,0,157,False,True,b4532046,VirtualRide
441,6154532999,Serra,2021-10-23T06:37:05Z,Ride,113104.0,12518,13293,1313.0,9.035,20.397,80.4,144.3,0,763,False,False,b8223536,Ride
442,6145746521,MTB de Quinta,2021-10-21T08:39:30Z,Ride,66005.5,10921,11451,1034.2,6.044,15.342,65.9,132.4,0,0,False,False,b5415304,Ride
443,6142192622,Afternoon Ride,2021-10-20T14:26:48Z,EBikeRide,12578.0,2039,2612,179.6,6.169,13.94,0.0,0.0,0,0,True,False,b9738894,EBikeRide
444,6135511974,Wahoo SYSTM: To Get To The Other Side,2021-10-19T07:24:02Z,VirtualRide,43085.0,5268,5268,0,8.179,10.0,83.2,133.4,0,352,False,True,b4532046,VirtualRide
445,6126014435,Wahoo SYSTM: Tugende,2021-10-17T07:53:22Z,VirtualRide,22923.0,3122,3122,0,7.342,8.8,82.3,103.2,0,301,False,True,b4532046,VirtualRide
446,6121378066,SLP+Bugre,2021-10-16T07:05:38Z,Ride,118055.0,13215,14475,1479.0,8.933,20.8,78.0,140.1,0,660,False,False,b8223536,Ride
447,6113546740,Errands,2021-10-14T15:12:26Z,EBikeRide,17060.2,2903,6147,231.2,5.877,13.3,0.0,109.3,0,0,True,False,b9738894,EBikeRide
448,6111616326,MTB de Quinta 💨💨,2021-10-14T07:05:14Z,Ride,59053.4,9099,9439,952.0,6.49,16.9,72.4,127.8,0,0,False,False,b5415304,Ride
449,6106606197,2h z2,2021-10-13T06:56:53Z,Ride,66891.3,7112,7196,218.0,9.405,19.0,78.5,130.1,0,904,False,False,b8223536,Ride
450,6102429592,Dom Pedro,2021-10-12T07:38:42Z,Ride,86954.2,11685,14591,1133.0,7.442,16.6,70.7,136.2,0,0,False,False,b6549732,Ride
451,6091907816,Wahoo SYSTM: # Half Monty (Ramp Test),2021-10-10T07:30:54Z,VirtualRide,27748.0,3489,3489,0,7.953,10.6,81.2,133.9,0,368,False,True,b4532046,VirtualRide
452,6086275140,Wahoo SYSTM: Raymond Poulidor,2021-10-09T07:22:58Z,VirtualRide,23760.0,3072,3072,0,7.734,8.4,85.1,120.1,0,225,False,True,b4532046,VirtualRide
453,6082033126,Gravel de Sexta,2021-10-08T07:20:17Z,Ride,72507.9,11797,12425,1124.0,6.146,17.0,67.4,125.6,0,0,False,False,b6549732,Ride
454,6076503707,Wahoo SYSTM: On Location: Gorges de la Nesque,2021-10-07T07:06:17Z,VirtualRide,24078.0,3268,3268,0,7.368,12.2,82.0,127.0,0,702,False,True,b4532046,VirtualRide
455,6071547360,Wahoo SYSTM: Ian Boswell: Strength Endurance,2021-10-06T06:58:47Z,VirtualRide,32777.0,3818,3818,0,8.585,13.4,75.8,121.7,0,259,False,True,b4532046,VirtualRide
456,6066722180,Até o Molhado,2021-10-05T06:59:57Z,Ride,70312.8,7423,7482,234.0,9.472,15.2,79.8,136.6,0,804,False,False,b8223536,Ride
457,6057081235,Wahoo SYSTM: On Location: Alpilles,2021-10-03T07:36:28Z,VirtualRide,30929.0,3936,3936,0,7.858,10.4,84.4,122.6,0,336,False,True,b4532046,VirtualRide
458,6052180932,Palmitalzinho,2021-10-02T07:15:16Z,Ride,82439.7,9614,10286,933.0,8.575,16.3,72.8,131.5,0,859,False,False,b8223536,Ride
459,6042851351,Bateias,2021-09-30T07:02:03Z,Ride,87520.3,11182,12342,1211.0,7.827,20.7,69.5,126.5,0,662,False,False,b8223536,Ride
460,6038482566,Lunch Ride,2021-09-29T12:57:07Z,EBikeRide,9370.1,1612,1627,153.6,5.813,15.1,0.0,109.6,0,0,True,False,b9738894,EBikeRide
461,6038163489,Lunch Ride,2021-09-29T11:58:11Z,EBikeRide,5606.0,912,998,92.6,6.147,12.6,0.0,116.5,0,0,True,False,b9738894,EBikeRide
462,6037124906,Wahoo SYSTM: Found in America,2021-09-29T07:12:08Z,VirtualRide,26679.0,3447,3447,0,7.74,8.6,89.7,114.0,0,197,False,True,b4532046,VirtualRide
463,6032129002,Quebrado,2021-09-28T06:43:46Z,Ride,80086.6,8417,8573,541.0,9.515,19.2,81.3,141.5,0,719,False,False,b8223536,Ride
464,6027563588,UFPR,2021-09-27T10:40:11Z,EBikeRide,12232.0,1940,2000,166.0,6.305,11.9,0.0,107.5,0,0,True,False,b9738894,EBikeRide
465,6027000305,UFPR,2021-09-27T08:08:20Z,EBikeRide,12403.0,1820,1855,110.4,6.815,15.1,0.0,116.1,0,0,True,False,b9738894,EBikeRide
466,6022596157,Rio Pequeno,2021-09-26T07:46:33Z,Ride,66597.4,7239,9972,317.0,9.2,15.3,76.3,134.0,0,762,False,False,b8223536,Ride
467,6016972818,Giro de Campo Magro,2021-09-25T07:07:45Z,Ride,74089.0,12641,15331,1229.0,5.861,16.0,67.2,138.5,0,0,False,False,b5415304,Ride
468,6006473274,Gravel de Quinta ,2021-09-23T06:32:01Z,Ride,93072.6,13230,14628,885.0,7.035,16.4,69.0,133.8,0,0,False,False,b6549732,Ride
469,6000504274,The Sufferfest: Getting Away With It,2021-09-22T07:14:05Z,VirtualRide,21967.0,2686,2686,0,8.178,9.6,81.1,133.6,0,251,False,True,b4532046,VirtualRide
470,5995759328,MTB de Terça ,2021-09-21T07:00:29Z,Ride,61646.4,10357,11902,977.0,5.952,17.8,65.7,136.4,0,0,False,False,b5415304,Ride
471,5992872023,Afternoon Ride,2021-09-20T17:50:42Z,EBikeRide,7843.0,1277,1310,127.6,6.142,11.5,0.0,113.9,0,0,True,False,b9738894,EBikeRide
472,5986085823,IPA de Domingo,2021-09-19T07:46:43Z,Ride,80012.3,9355,13271,505.0,8.553,19.0,74.6,139.2,0,852,False,False,b8223536,Ride
473,5979679873,Packed Gravel,2021-09-18T06:59:13Z,Ride,80711.8,11210,11682,1160.0,7.2,19.0,72.4,142.8,0,0,False,False,b6549732,Ride
474,5969071854,The Sufferfest: FTP Builds: 8 x 2,2021-09-16T07:46:24Z,VirtualRide,25046.0,3179,3179,0,7.879,10.4,85.1,129.3,0,332,False,True,b4532046,VirtualRide
475,5963536670,The Sufferfest: Recharger,2021-09-15T07:26:47Z,VirtualRide,18487.0,1848,1848,0,10.004,12.8,83.2,130.4,0,829,False,True,b4532046,VirtualRide
476,5958788984,MTB de terça ,2021-09-14T06:58:03Z,Ride,68299.0,10984,12723,905.0,6.218,15.5,64.3,141.2,0,0,False,False,b5415304,Ride
477,5948653712,IPA de Domingo ,2021-09-12T07:42:15Z,Ride,61576.1,7190,11438,228.0,8.564,13.6,66.3,122.8,0,447,False,False,b8223536,Ride
478,5942108889,Roseira,2021-09-11T06:43:37Z,Ride,95054.5,10699,11249,694.0,8.884,18.8,73.8,150.7,0,783,False,False,b8223536,Ride
479,5931492280,The Sufferfest: Kayabike,2021-09-09T08:00:54Z,VirtualRide,23785.0,2659,2659,0,8.945,10.8,85.7,97.3,0,358,False,True,b4532046,VirtualRide
480,5928886209,Afternoon Walk,2021-09-08T17:44:50Z,Walk,2330.0,1475,1475,10.0,1.58,3.2,56.8,112.1,0,0,False,False,g2047600,Walk
481,5926464896,Back on track ,2021-09-08T07:34:00Z,Ride,65797.7,9751,9935,935.0,6.748,16.0,69.7,139.1,0,0,False,False,b6549732,Ride
482,5895948303,Morning Walk,2021-09-02T10:14:03Z,Walk,4342.2,2960,3074,14.0,1.467,2.5,52.3,71.7,0,0,False,False,g2047600,Walk
483,5884605827,Afternoon Walk,2021-08-31T15:48:33Z,Walk,6436.9,4502,4723,18.0,1.43,2.6,51.8,93.4,0,0,False,False,g2047600,Walk
484,5878955377,Afternoon Walk,2021-08-30T15:44:11Z,Walk,3642.6,2665,2698,13.0,1.367,2.5,49.7,90.5,0,0,False,False,g2047600,Walk
485,5854204256,Evening Walk,2021-08-25T18:17:01Z,Walk,5005.5,3346,3374,4.0,1.496,2.3,52.3,87.0,0,0,False,False,g2047600,Walk
486,5731841292,Campo Magro,2021-08-03T06:58:07Z,Ride,59847.3,10166,10729,1105.0,5.887,15.9,63.1,127.4,0,0,False,False,b6549732,Ride
487,5721784093,Coffee Ride,2021-08-01T07:55:57Z,Ride,90217.4,11136,13631,1027.0,8.101,17.7,68.1,134.5,0,895,False,False,b8223536,Ride
488,5705355576,The Sufferfest: AC/NM: 5 x 30s,2021-07-29T07:54:26Z,VirtualRide,23364.0,3119,3119,0,7.491,12.4,79.9,116.2,0,627,False,True,b4532046,VirtualRide
489,5700147325,The Sufferfest: Tempo: 5 x 4,2021-07-28T07:44:07Z,VirtualRide,30554.0,4025,4025,0,7.591,9.4,88.6,112.4,0,253,False,True,b4532046,VirtualRide
490,5695227327,MTB de terça ,2021-07-27T07:00:51Z,Ride,66120.8,11199,12737,1039.0,5.904,15.9,64.3,117.8,0,0,False,False,b5415304,Ride
491,5685126668,IPA de Domingo ,2021-07-25T08:15:57Z,Ride,66870.5,8020,11153,314.0,8.338,16.7,74.3,124.4,0,750,False,False,b8223536,Ride
492,5679116172,Dom Pedro,2021-07-24T07:00:02Z,Ride,100260.0,11657,12271,1236.0,8.601,16.1,74.5,132.2,0,789,False,False,b8223536,Ride
493,5668808685,Gravel de Quinta,2021-07-22T07:16:28Z,Ride,63448.9,11341,12393,1094.0,5.595,14.4,61.5,129.1,0,0,False,False,b6549732,Ride
494,5662728456,The Sufferfest: Primers,2021-07-21T07:45:31Z,VirtualRide,20424.0,2727,2727,0,7.49,10.4,83.7,122.4,0,418,False,True,b4532046,VirtualRide
495,5657146164,The Sufferfest: MAP: 6 x 2,2021-07-20T07:49:26Z,VirtualRide,25883.0,3355,3355,0,7.715,10.8,83.9,120.9,0,365,False,True,b4532046,VirtualRide
496,5654151242,Afternoon Walk,2021-07-19T15:39:07Z,Walk,5567.5,3841,3841,23.0,1.449,2.2,51.5,104.2,0,0,False,False,g2047600,Walk
497,5647836145,Campina Grande ,2021-07-18T07:23:49Z,Ride,98047.9,12881,16072,1320.0,7.612,16.8,70.1,132.5,0,903,False,False,b8223536,Ride
498,5641312940,The Sufferfest: Elements Of Style,2021-07-17T09:04:14Z,VirtualRide,17596.0,2231,2231,0,7.887,10.4,82.6,113.8,0,329,False,True,b4532046,VirtualRide
499,5641104884,The Sufferfest: Il Vecchio Saggio,2021-07-17T08:35:57Z,VirtualRide,10099.0,1558,1558,0,6.482,7.2,86.8,100.3,0,127,False,True,b4532046,VirtualRide
500,5631330745,Gravel de Quinta,2021-07-15T06:54:52Z,Ride,76037.0,11327,11539,1109.0,6.713,16.2,71.0,127.6,0,0,False,False,b6549732,Ride
501,5625693634,The Sufferfest: Thereabouts 1,2021-07-14T08:02:22Z,VirtualRide,22261.0,2924,2924,0,7.613,8.4,87.9,112.9,0,177,False,True,b4532046,VirtualRide
502,5620964153,MTB de Terça,2021-07-13T07:16:28Z,Ride,61623.8,11044,13549,1369.3,5.58,13.9,0.0,0.0,0,0,False,False,b5415304,Ride
503,5611031401,IPA de Domingo ,2021-07-11T08:18:16Z,Ride,60416.6,7364,10871,215.0,8.204,12.7,67.7,109.9,0,522,False,False,b8223536,Ride
504,5606222647,Quiriri,2021-07-10T07:49:31Z,Ride,74129.4,14682,20685,1694.0,5.049,15.9,63.7,139.3,0,0,False,False,b5415304,Ride
505,5597463437,Afternoon Walk,2021-07-08T16:15:38Z,Walk,7893.8,5462,5531,79.0,1.445,4.7,51.6,104.0,0,0,False,False,g2047600,Walk
506,5594637057,Gravel de Quinta,2021-07-08T07:06:15Z,Ride,78680.2,11226,12002,652.0,7.009,19.9,70.6,123.0,0,0,False,False,b6549732,Ride
507,5588847804,The Sufferfest: G.O.A.T. (low cadence),2021-07-07T07:54:18Z,VirtualRide,20011.0,2530,2530,0,7.909,9.6,72.5,124.7,0,277,False,True,b4532046,VirtualRide
508,5584220790,MTB de terça ,2021-07-06T07:18:05Z,Ride,62987.9,11374,13509,1071.0,5.538,15.1,61.8,123.2,0,0,False,False,b5415304,Ride
509,5574174106,IPA de Domingo ,2021-07-04T08:16:38Z,Ride,60100.1,7080,11199,250.0,8.489,15.0,71.6,127.1,0,907,False,False,b8223536,Ride
510,5568669800,Wit,2021-07-03T06:57:25Z,Ride,125812.0,14582,16446,1734.0,8.628,21.2,73.6,141.6,0,834,False,False,b8223536,Ride
511,5565168126,Afternoon Walk,2021-07-02T17:32:49Z,Walk,7771.0,5393,5487,93.0,1.441,4.4,51.9,103.1,0,0,False,False,g2047600,Walk
512,5558007514,Quebrado,2021-07-01T07:55:27Z,Ride,80341.6,9077,9277,569.0,8.851,17.3,75.1,133.5,0,848,False,False,b8223536,Ride
513,5552581508,The Sufferfest: The Making of an Hour Record,2021-06-30T08:24:24Z,VirtualRide,21128.0,2740,2740,0,7.711,9.2,89.7,120.2,0,238,False,True,b4532046,VirtualRide
514,5547330446,The Sufferfest: Getting Away With It,2021-06-29T08:05:18Z,VirtualRide,21189.0,2680,2680,0,7.906,9.6,86.0,121.3,0,249,False,True,b4532046,VirtualRide
515,5547077772,The Sufferfest: Igniter,2021-06-29T07:39:39Z,VirtualRide,9618.0,1258,1258,0,7.645,10.0,92.6,121.5,0,441,False,True,b4532046,VirtualRide
516,5542172446,The Sufferfest: Rêves d'Enfer,2021-06-28T07:39:51Z,VirtualRide,21832.0,2831,2831,0,7.712,8.4,87.6,100.2,0,234,False,True,b4532046,VirtualRide
517,5533151238,Cerne (Reloaded),2021-06-26T06:04:01Z,Ride,141778.0,22748,27185,2507.6,6.233,16.9,66.8,140.5,0,0,False,False,b6549732,Ride
518,5527545213,Morning Walk,2021-06-25T08:16:39Z,Walk,5519.9,3445,3445,21.0,1.602,2.9,54.7,92.7,0,0,False,False,g2047600,Walk
519,5521418594,Roseira,2021-06-24T07:05:40Z,Ride,73318.2,8482,8516,445.0,8.644,16.5,72.9,126.8,0,885,False,False,b8223536,Ride
520,5515815049,"The Sufferfest: Tommeke, I'm Just a Big Fan",2021-06-23T07:40:24Z,VirtualRide,24509.0,3175,3175,0,7.719,8.4,87.3,108.7,0,176,False,True,b4532046,VirtualRide
521,5510538264,The Sufferfest: Angels (Climbing Session),2021-06-22T08:16:36Z,VirtualRide,27927.0,3315,3315,0,8.424,10.8,86.7,135.2,0,410,False,True,b4532046,VirtualRide
522,5510245535,The Sufferfest: The Wolfpack Insider: Tour Colombia,2021-06-22T07:55:16Z,VirtualRide,8105.0,1231,1231,0,6.584,7.2,90.2,100.7,0,125,False,True,b4532046,VirtualRide
523,5501008917,Coffee Ride,2021-06-20T07:17:54Z,Ride,74560.3,10613,11629,1068.0,7.025,15.7,70.0,130.8,0,0,False,False,b6549732,Ride
524,5490024451,Rio Pequeno,2021-06-18T07:46:06Z,Ride,65810.3,7230,7374,341.0,9.102,18.2,81.3,142.8,0,880,False,False,b8223536,Ride
525,5484915121,AstraZeneca Spin ,2021-06-17T08:56:22Z,VirtualRide,24805.8,2702,2702,0,9.181,10.5,83.0,118.8,0,193,False,True,b4532046,VirtualRide
526,5479284259,Back on track ,2021-06-16T07:07:02Z,Ride,66319.6,7192,7272,343.0,9.221,15.8,77.7,134.4,0,956,False,False,b8223536,Ride
527,5464067947,Remo na Lagoa,2021-06-13T10:06:51Z,Rowing,2508.6,2275,2698,14.5,1.103,1.8,27.1,73.8,0,0,False,False,,Rowing
528,5452582516,Serra da Bodoquena,2021-06-11T10:14:41Z,Hike,3221.5,4788,7626,40.0,0.673,2.9,51.5,75.9,0,0,False,False,g2047600,Hike
529,5448475628,Trilha das Cachoeiras,2021-06-10T09:30:28Z,Hike,4649.9,7265,9505,53.0,0.64,2.5,51.4,75.4,0,0,False,False,g2047600,Hike
530,5437329675,Boca da Onça ,2021-06-08T10:02:14Z,Hike,7195.6,9056,17441,213.0,0.795,5.5,49.4,88.3,0,0,False,False,g2047600,Hike
531,5406759591,Tunas+,2021-06-03T07:36:57Z,Ride,102493.0,13739,14585,2240.0,7.46,19.2,73.6,145.2,0,762,False,False,b8223536,Ride
532,5400020243,6x5,2021-06-02T07:57:18Z,VirtualRide,32853.1,3606,3606,0,9.111,13.04,0.0,132.0,0,283,False,True,b4532046,VirtualRide
533,5394325864,Morro azul,2021-06-01T06:52:05Z,Ride,62425.4,10987,12542,1052.0,5.682,16.2,0.0,123.3,0,0,False,False,b5415304,Ride
534,5383186528,The Sufferfest: I Just Want to Ride,2021-05-30T09:15:55Z,VirtualRide,18111.0,2314,2314,0,7.827,8.4,88.6,99.1,0,173,False,True,b4532046,VirtualRide
535,5377223282,Bacaetava 💨 ,2021-05-29T07:51:18Z,Ride,64527.4,9386,9716,1000.0,6.875,16.2,70.3,132.0,0,0,False,False,b6549732,Ride
536,5366444220,Giro Gravel,2021-05-27T07:02:11Z,Ride,78563.2,12045,13111,654.0,6.522,20.7,67.4,119.4,0,0,False,False,b6549732,Ride
537,5360675739,SLP,2021-05-26T07:03:36Z,Ride,78854.4,8300,8300,954.0,9.501,20.2,80.5,143.6,0,792,False,False,b8223536,Ride
538,5349904766,Monday Gravel,2021-05-24T06:49:54Z,Ride,72947.4,10663,10911,1100.0,6.841,18.6,71.6,130.8,0,0,False,False,b6549732,Ride
539,5344399009,The Sufferfest: Half the Road,2021-05-23T07:25:04Z,VirtualRide,51018.0,6395,6395,0,7.978,8.6,88.4,106.5,0,188,False,True,b4532046,VirtualRide
540,5338399905,The Sufferfest: Earth Cycle - Northern Europe: Episode 5,2021-05-22T08:37:07Z,VirtualRide,10380.0,1507,1507,0,6.888,7.4,84.6,97.1,0,128,False,True,b4532046,VirtualRide
541,5338246204,The Sufferfest: Earth Cycle - Northern Europe: Episode 4,2021-05-22T08:10:32Z,VirtualRide,10170.0,1470,1470,0,6.918,7.4,84.3,96.8,0,126,False,True,b4532046,VirtualRide
542,5333444654,Palmitalzinho ,2021-05-21T06:37:24Z,Ride,76457.5,8431,8808,789.0,9.069,19.9,78.1,130.6,0,1039,False,False,b8223536,Ride
543,5322759230,The Sufferfest: The Bat,2021-05-19T08:02:02Z,VirtualRide,30330.0,3590,3590,0,8.448,11.0,88.8,131.9,0,381,False,True,b4532046,VirtualRide
544,5317296269,MTB de terça ,2021-05-18T06:50:36Z,Ride,60537.0,10423,11443,1010.0,5.808,16.0,0.0,121.4,0,0,False,False,b5415304,Ride
545,5307028053,IPA de Domingo ,2021-05-16T07:44:27Z,Ride,60199.8,6935,9894,265.0,8.681,12.5,74.8,115.1,0,760,False,False,b8223536,Ride
546,5301197852,Tunas+,2021-05-15T07:28:11Z,Ride,102007.0,13566,13566,2439.0,7.519,19.3,74.5,143.8,0,828,False,False,b8223536,Ride
547,5289555599,Rio pequeno ,2021-05-13T07:19:19Z,Ride,66565.0,7231,7270,338.0,9.206,15.9,80.0,128.5,0,877,False,False,b8223536,Ride
548,5283767600,The Sufferfest: Cadence Builds and Holds,2021-05-12T08:30:53Z,VirtualRide,20363.0,2699,2699,0,7.545,9.2,90.4,111.6,0,274,False,True,b4532046,VirtualRide
549,5283509843,The Sufferfest: Earth Cycle - Northern Europe: Episode 3,2021-05-12T07:59:49Z,VirtualRide,10195.0,1499,1499,0,6.801,7.4,87.0,100.0,0,125,False,True,b4532046,VirtualRide
550,5278089412,MTB de terça ,2021-05-11T06:34:28Z,Ride,49018.1,8491,8978,920.0,5.773,19.3,0.0,122.4,0,0,False,False,b5415304,Ride
551,5268019173,IPA de Domingo ,2021-05-09T07:46:43Z,Ride,57158.6,6247,9367,206.0,9.15,15.3,77.7,130.5,0,859,False,False,b8223536,Ride
552,5261877515,Giro de sábado ,2021-05-08T06:44:22Z,Ride,111227.0,13073,13205,1187.0,8.508,19.4,79.3,137.2,0,872,False,False,b8223536,Ride
553,5250990560,Roseira,2021-05-06T07:01:33Z,Ride,81184.3,9145,9174,524.0,8.877,16.8,76.9,125.0,0,716,False,False,b8223536,Ride
554,5245280273,The Sufferfest: There Is No Try,2021-05-05T07:23:34Z,VirtualRide,26566.0,2982,2982,0,8.909,11.2,85.8,139.5,0,437,False,True,b4532046,VirtualRide
555,5240469539,Morro Azul,2021-05-04T06:49:18Z,Ride,60661.2,10665,11563,1122.0,5.688,17.3,0.0,124.2,0,0,False,False,b5415304,Ride
556,5230287427,IPA de Domingo ,2021-05-02T07:45:05Z,Ride,66676.1,7600,11927,299.0,8.773,13.1,73.3,120.3,0,610,False,False,b8223536,Ride
557,5223805339,Colônia Cristina ,2021-05-01T06:49:33Z,Ride,88501.5,13603,15299,1257.0,6.506,13.9,68.5,128.8,0,0,False,False,b6549732,Ride
